run_id	system.params.theta
theta_01	0.00678344948937418
theta_02	0.008479311861717725
theta_03	0.010175174234061269
theta_04	0.011871036606404813
theta_05	0.01356689897874836
theta_06	0.015074332198609288
theta_07	0.016581765418470215
theta_08	0.018089198638331146
theta_09	0.019596631858192076
theta_10	0.021104065078053003
theta_11	0.02261149829791393
theta_12	0.02411893151777486
theta_13	0.02562636473763579
theta_14	0.02713379795749672
