run_id	system.params.theta
theta_01	0.004706112711009264
theta_02	0.00588264088876158
theta_03	0.007059169066513896
theta_04	0.008235697244266212
theta_05	0.009412225422018528
theta_06	0.010458028246687253
theta_07	0.011503831071355978
theta_08	0.012549633896024703
theta_09	0.013595436720693427
theta_10	0.014641239545362153
theta_11	0.01568704237003088
theta_12	0.016732845194699603
theta_13	0.017778648019368327
theta_14	0.018824450844037055
