run_id	system.params.theta
theta_01	0.006008521918128224
theta_02	0.007510652397660279
theta_03	0.009012782877192337
theta_04	0.010514913356724392
theta_05	0.012017043836256448
theta_06	0.012497725589706705
theta_07	0.012978407343156964
theta_08	0.013459089096607221
theta_09	0.01393977085005748
theta_10	0.014420452603507737
theta_11	0.01634317961730877
theta_12	0.0182659066311098
theta_13	0.02018863364491083
theta_14	0.022111360658711863
theta_15	0.024034087672512895
