run_id	system.params.theta
theta_01	0.04727401593701753
theta_02	0.05909251992127191
theta_03	0.0709110239055263
theta_04	0.08272952788978068
theta_05	0.09454803187403506
theta_06	0.10505336874892784
theta_07	0.11555870562382062
theta_08	0.1260640424987134
theta_09	0.1365693793736062
theta_10	0.147074716248499
theta_11	0.15758005312339174
theta_12	0.16808538999828454
theta_13	0.17859072687317734
theta_14	0.18909606374807011
