run_id	system.params.theta
theta_01	0.01545145034932544
theta_02	0.0193143129366568
theta_03	0.02317717552398816
theta_04	0.02704003811131952
theta_05	0.03090290069865088
theta_06	0.034336556331834314
theta_07	0.037770211965017744
theta_08	0.041203867598201174
theta_09	0.044637523231384604
theta_10	0.048071178864568034
theta_11	0.051504834497751464
theta_12	0.0549384901309349
theta_13	0.05837214576411833
theta_14	0.06180580139730176
