run_id	system.params.theta
theta_01	0.004706112711009264
theta_02	0.00588264088876158
theta_03	0.007059169066513896
theta_04	0.008235697244266212
theta_05	0.009412225422018528
theta_06	0.009788714438899268
theta_07	0.010165203455780009
theta_08	0.01054169247266075
theta_09	0.010918181489541491
theta_10	0.011294670506422232
theta_11	0.012800626573945196
theta_12	0.014306582641468162
theta_13	0.015812538708991124
theta_14	0.01731849477651409
theta_15	0.018824450844037055
