run_id	system.params.theta	network.params.seed	run.seed
theta_01_g00_n00	0.10826198689515722	0	0
theta_01_g00_n01	0.10826198689515722	0	1
theta_01_g00_n02	0.10826198689515722	0	2
theta_01_g01_n00	0.10826198689515722	1	3
theta_01_g01_n01	0.10826198689515722	1	4
theta_01_g01_n02	0.10826198689515722	1	5
theta_01_g02_n00	0.10826198689515722	2	6
theta_01_g02_n01	0.10826198689515722	2	7
theta_01_g02_n02	0.10826198689515722	2	8
theta_01_g03_n00	0.10826198689515722	3	9
theta_01_g03_n01	0.10826198689515722	3	10
theta_01_g03_n02	0.10826198689515722	3	11
theta_01_g04_n00	0.10826198689515722	4	12
theta_01_g04_n01	0.10826198689515722	4	13
theta_01_g04_n02	0.10826198689515722	4	14
theta_02_g00_n00	0.13532748361894653	5	15
theta_02_g00_n01	0.13532748361894653	5	16
theta_02_g00_n02	0.13532748361894653	5	17
theta_02_g01_n00	0.13532748361894653	6	18
theta_02_g01_n01	0.13532748361894653	6	19
theta_02_g01_n02	0.13532748361894653	6	20
theta_02_g02_n00	0.13532748361894653	7	21
theta_02_g02_n01	0.13532748361894653	7	22
theta_02_g02_n02	0.13532748361894653	7	23
theta_02_g03_n00	0.13532748361894653	8	24
theta_02_g03_n01	0.13532748361894653	8	25
theta_02_g03_n02	0.13532748361894653	8	26
theta_02_g04_n00	0.13532748361894653	9	27
theta_02_g04_n01	0.13532748361894653	9	28
theta_02_g04_n02	0.13532748361894653	9	29
theta_03_g00_n00	0.16239298034273583	10	30
theta_03_g00_n01	0.16239298034273583	10	31
theta_03_g00_n02	0.16239298034273583	10	32
theta_03_g01_n00	0.16239298034273583	11	33
theta_03_g01_n01	0.16239298034273583	11	34
theta_03_g01_n02	0.16239298034273583	11	35
theta_03_g02_n00	0.16239298034273583	12	36
theta_03_g02_n01	0.16239298034273583	12	37
theta_03_g02_n02	0.16239298034273583	12	38
theta_03_g03_n00	0.16239298034273583	13	39
theta_03_g03_n01	0.16239298034273583	13	40
theta_03_g03_n02	0.16239298034273583	13	41
theta_03_g04_n00	0.16239298034273583	14	42
theta_03_g04_n01	0.16239298034273583	14	43
theta_03_g04_n02	0.16239298034273583	14	44
theta_04_g00_n00	0.18945847706652513	15	45
theta_04_g00_n01	0.18945847706652513	15	46
theta_04_g00_n02	0.18945847706652513	15	47
theta_04_g01_n00	0.18945847706652513	16	48
theta_04_g01_n01	0.18945847706652513	16	49
theta_04_g01_n02	0.18945847706652513	16	50
theta_04_g02_n00	0.18945847706652513	17	51
theta_04_g02_n01	0.18945847706652513	17	52
theta_04_g02_n02	0.18945847706652513	17	53
theta_04_g03_n00	0.18945847706652513	18	54
