run_id	system.params.theta	network.params.seed	run.seed
theta_01_g00_n00	0.12500000000000003	0	0
theta_01_g00_n01	0.12500000000000003	0	1
theta_01_g00_n02	0.12500000000000003	0	2
theta_01_g01_n00	0.12500000000000003	1	3
theta_01_g01_n01	0.12500000000000003	1	4
theta_01_g01_n02	0.12500000000000003	1	5
theta_01_g02_n00	0.12500000000000003	2	6
theta_01_g02_n01	0.12500000000000003	2	7
theta_01_g02_n02	0.12500000000000003	2	8
theta_01_g03_n00	0.12500000000000003	3	9
theta_01_g03_n01	0.12500000000000003	3	10
theta_01_g03_n02	0.12500000000000003	3	11
theta_01_g04_n00	0.12500000000000003	4	12
theta_01_g04_n01	0.12500000000000003	4	13
theta_01_g04_n02	0.12500000000000003	4	14
theta_02_g00_n00	0.15625000000000003	5	15
theta_02_g00_n01	0.15625000000000003	5	16
theta_02_g00_n02	0.15625000000000003	5	17
theta_02_g01_n00	0.15625000000000003	6	18
theta_02_g01_n01	0.15625000000000003	6	19
theta_02_g01_n02	0.15625000000000003	6	20
theta_02_g02_n00	0.15625000000000003	7	21
theta_02_g02_n01	0.15625000000000003	7	22
theta_02_g02_n02	0.15625000000000003	7	23
theta_02_g03_n00	0.15625000000000003	8	24
theta_02_g03_n01	0.15625000000000003	8	25
theta_02_g03_n02	0.15625000000000003	8	26
theta_02_g04_n00	0.15625000000000003	9	27
theta_02_g04_n01	0.15625000000000003	9	28
theta_02_g04_n02	0.15625000000000003	9	29
theta_03_g00_n00	0.18750000000000006	10	30
theta_03_g00_n01	0.18750000000000006	10	31
theta_03_g00_n02	0.18750000000000006	10	32
theta_03_g01_n00	0.18750000000000006	11	33
theta_03_g01_n01	0.18750000000000006	11	34
theta_03_g01_n02	0.18750000000000006	11	35
theta_03_g02_n00	0.18750000000000006	12	36
theta_03_g02_n01	0.18750000000000006	12	37
theta_03_g02_n02	0.18750000000000006	12	38
theta_03_g03_n00	0.18750000000000006	13	39
theta_03_g03_n01	0.18750000000000006	13	40
theta_03_g03_n02	0.18750000000000006	13	41
theta_03_g04_n00	0.18750000000000006	14	42
theta_03_g04_n01	0.18750000000000006	14	43
theta_03_g04_n02	0.18750000000000006	14	44
theta_04_g00_n00	0.21875000000000006	15	45
theta_04_g00_n01	0.21875000000000006	15	46
theta_04_g00_n02	0.21875000000000006	15	47
theta_04_g01_n00	0.21875000000000006	16	48
theta_04_g01_n01	0.21875000000000006	16	49
theta_04_g01_n02	0.21875000000000006	16	50
theta_04_g02_n00	0.21875000000000006	17	51
theta_04_g02_n01	0.21875000000000006	17	52
theta_04_g02_n02	0.21875000000000006	17	53
theta_04_g03_n00	0.21875000000000006	18	54
theta_04_g03_n01	0.21875000000000006	18	55
theta_04_g03_n02	0.21875000000000006	18	56
theta_04_g04_n00	0.21875000000000006	19	57
theta_04_g04_n01	0.21875000000000006	19	58
theta_04_g04_n02	0.21875000000000006	19	59
theta_05_g00_n00	0.25000000000000006	20	60
theta_05_g00_n01	0.25000000000000006	20	61
theta_05_g00_n02	0.25000000000000006	20	62
