run_id	system.params.theta	network.params.seed	run.seed
theta_01_g00_n00	0.010000000000000002	0	0
theta_01_g00_n01	0.010000000000000002	0	1
theta_01_g00_n02	0.010000000000000002	0	2
theta_01_g01_n00	0.010000000000000002	1	3
theta_01_g01_n01	0.010000000000000002	1	4
theta_01_g01_n02	0.010000000000000002	1	5
theta_01_g02_n00	0.010000000000000002	2	6
theta_01_g02_n01	0.010000000000000002	2	7
theta_01_g02_n02	0.010000000000000002	2	8
theta_01_g03_n00	0.010000000000000002	3	9
theta_01_g03_n01	0.010000000000000002	3	10
theta_01_g03_n02	0.010000000000000002	3	11
theta_01_g04_n00	0.010000000000000002	4	12
theta_01_g04_n01	0.010000000000000002	4	13
theta_01_g04_n02	0.010000000000000002	4	14
theta_02_g00_n00	0.012500000000000002	5	15
theta_02_g00_n01	0.012500000000000002	5	16
theta_02_g00_n02	0.012500000000000002	5	17
theta_02_g01_n00	0.012500000000000002	6	18
theta_02_g01_n01	0.012500000000000002	6	19
theta_02_g01_n02	0.012500000000000002	6	20
theta_02_g02_n00	0.012500000000000002	7	21
theta_02_g02_n01	0.012500000000000002	7	22
theta_02_g02_n02	0.012500000000000002	7	23
theta_02_g03_n00	0.012500000000000002	8	24
theta_02_g03_n01	0.012500000000000002	8	25
theta_02_g03_n02	0.012500000000000002	8	26
theta_02_g04_n00	0.012500000000000002	9	27
theta_02_g04_n01	0.012500000000000002	9	28
theta_02_g04_n02	0.012500000000000002	9	29
theta_03_g00_n00	0.015000000000000003	10	30
theta_03_g00_n01	0.015000000000000003	10	31
theta_03_g00_n02	0.015000000000000003	10	32
theta_03_g01_n00	0.015000000000000003	11	33
theta_03_g01_n01	0.015000000000000003	11	34
theta_03_g01_n02	0.015000000000000003	11	35
theta_03_g02_n00	0.015000000000000003	12	36
theta_03_g02_n01	0.015000000000000003	12	37
theta_03_g02_n02	0.015000000000000003	12	38
theta_03_g03_n00	0.015000000000000003	13	39
theta_03_g03_n01	0.015000000000000003	13	40
theta_03_g03_n02	0.015000000000000003	13	41
theta_03_g04_n00	0.015000000000000003	14	42
theta_03_g04_n01	0.015000000000000003	14	43
theta_03_g04_n02	0.015000000000000003	14	44
theta_04_g00_n00	0.0175	15	45
theta_04_g00_n01	0.0175	15	46
theta_04_g00_n02	0.0175	15	47
theta_04_g01_n00	0.0175	16	48
theta_04_g01_n01	0.0175	16	49
theta_04_g01_n02	0.0175	16	50
theta_04_g02_n00	0.0175	17	51
theta_04_g02_n01	0.0175	17	52
theta_04_g02_n02	0.0175	17	53
theta_04_g03_n00	0.0175	18	54
theta_04_g03_n01	0.0175	18	55
theta_04_g03_n02	0.0175	18	56
theta_04_g04_n00	0.0175	19	57
theta_04_g04_n01	0.0175	19	58
theta_04_g04_n02	0.0175	19	59
theta_05_g00_n00	0.020000000000000004	20	60
theta_05_g00_n01	0.020000000000000004	20	61
theta_05_g00_n02	0.020000000000000004	20	62
theta_05_g01_n00	0.020000000000000004	21	63
theta_05_g01_n01	0.020000000000000004	21	64
theta_05_g01_n02	0.020000000000000004	21	65
theta_05_g02_n00	0.020000000000000004	22	66
theta_05_g02_n01	0.020000000000000004	22	67
theta_05_g02_n02	0.020000000000000004	22	68
theta_05_g03_n00	0.020000000000000004	23	69
theta_05_g03_n01	0.020000000000000004	23	70
theta_05_g03_n02	0.020000000000000004	23	71
theta_05_g04_n00	0.020000000000000004	24	72
theta_05_g04_n01	0.020000000000000004	24	73
theta_05_g04_n02	0.020000000000000004	24	74
theta_06_g00_n00	0.022222222222222227	25	75
theta_06_g00_n01	0.022222222222222227	25	76
theta_06_g00_n02	0.022222222222222227	25	77
theta_06_g01_n00	0.022222222222222227	26	78
theta_06_g01_n01	0.022222222222222227	26	79
theta_06_g01_n02	0.022222222222222227	26	80
theta_06_g02_n00	0.022222222222222227	27	81
theta_06_g02_n01	0.022222222222222227	27	82
theta_06_g02_n02	0.022222222222222227	27	83
theta_06_g03_n00	0.022222222222222227	28	84
theta_06_g03_n01	0.022222222222222227	28	85
theta_06_g03_n02	0.022222222222222227	28	86
theta_06_g04_n00	0.022222222222222227	29	87
theta_06_g04_n01	0.022222222222222227	29	88
theta_06_g04_n02	0.022222222222222227	29	89
theta_07_g00_n00	0.02444444444444445	30	90
theta_07_g00_n01	0.02444444444444445	30	91
theta_07_g00_n02	0.02444444444444445	30	92
theta_07_g01_n00	0.02444444444444445	31	93
theta_07_g01_n01	0.02444444444444445	31	94
theta_07_g01_n02	0.02444444444444445	31	95
theta_07_g02_n00	0.02444444444444445	32	96
theta_07_g02_n01	0.02444444444444445	32	97
