run_id	system.params.theta
theta_01	0.008708117219973945
theta_02	0.01088514652496743
theta_03	0.013062175829960918
theta_04	0.015239205134954404
theta_05	0.01741623443994789
theta_06	0.0193513715999421
theta_07	0.02128650875993631
theta_08	0.02322164591993052
theta_09	0.02515678307992473
theta_10	0.027091920239918937
theta_11	0.02902705739991315
theta_12	0.03096219455990736
theta_13	0.03289733171990157
theta_14	0.03483246887989578
